country,countryISO,techSector,topic,indicator,category,unit,year,observations,value
Italy,ITA,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2006,0,3
Japan,JPN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2006,0,669.3499755859375
Great Britain,GBN,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,6
United States,USA,Coal and solid fuels exploration and mining,Patents,Detail,Upstream,Number,2006,0,5
Spain,ESP,Renewables,Patents,Detail,Clean Energy,Number,2006,0,2
Denmark,DNK,Wind,Patents,Detail,Clean Energy,Number,2006,0,69.87000274658203
Great Britain,GBN,Wind,Patents,Detail,Clean Energy,Number,2006,0,27.75
Australia,AUS,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2006,0,1.399999976158142
,WORLD,Compressed gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2006,0,4
Switzerland,CHE,Clean energy patents,Patents,Total,Total,Number,2006,0,69.5199966430664
Spain,ESP,Coal-to-gas,Patents,Detail,Processing downstream,Number,2006,0,3
India,IND,Air - rail - marine,Patents,Detail,Clean Energy,Number,2006,0,0.7599999904632568
,WORLD,Coal-to-gas,Patents,Detail,Processing downstream,Number,2006,0,150.6699981689453
Russian Federation,RUS,Fossil fuel patents,Patents,Total,Total,Number,2006,0,58.599998474121094
Singapore,SGP,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2006,0,2.450000047683716
United Kingdom,GBR,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2006,0,2.5299999713897705
Russian Federation,RUS,Air - rail - marine,Patents,Detail,Clean Energy,Number,2006,0,0.8299999833106995
,WORLD,Other renewables,Patents,Detail,Clean Energy,Number,2006,0,244
Israel,ISR,Bioenergy,Patents,Detail,Clean Energy,Number,2006,0,2.5
Israel,ISR,Solar,Patents,Detail,Clean Energy,Number,2006,0,6
Israel,ISR,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2006,0,1
United States,USA,Renewables,Patents,Detail,Clean Energy,Number,2006,0,23
,WORLD,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2006,0,12
,WORLD,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2006,0,259.1700134277344
Italy,ITA,Wind,Patents,Detail,Clean Energy,Number,2006,0,40
Chinese Taipei,TWN,Solar,Patents,Detail,Clean Energy,Number,2006,0,40.540000915527344
Netherlands,NLD,Nuclear,Patents,Detail,Clean Energy,Number,2006,0,1
Chinese Taipei,TWN,Processing and downstream,Patents,Total,Total,Number,2006,0,7.380000114440918
Germany,DEU,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2006,0,6
Russian Federation,RUS,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2006,0,3.4600000381469727
Finland,FIN,Upstream,Patents,Total,Total,Number,2006,0,1
Switzerland,CHE,Building energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,14.699999809265137
Chinese Taipei,TWN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2006,0,10.25
Italy,ITA,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2006,0,15.670000076293945
India,IND,Solar,Patents,Detail,Clean Energy,Number,2006,0,0.75
,WORLD,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2006,0,8
Brazil,BRA,Grid,Patents,Detail,Clean Energy,Number,2006,0,1
Singapore,SGP,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2006,0,0.25
India,IND,Total - all technologies,Patents,,,Number,2006,0,525.719970703125
Ireland,IRL,Total - all technologies,Patents,,,Number,2006,0,321.1300048828125
Austria,AUT,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,1
Sweden,SWE,Solar,Patents,Detail,Clean Energy,Number,2006,0,3
People's Republic of China,CHN,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2006,0,2
Canada,CAN,Underground gaseous fuel storage,Patents,Detail,Transmission distribution,Number,2006,0,1
Singapore,SGP,Clean energy patents,Patents,Total,Total,Number,2006,0,19.200000762939453
Israel,ISR,Air - rail - marine,Patents,Detail,Clean Energy,Number,2006,0,4
Brazil,BRA,Fossil fuel patents,Patents,Total,Total,Number,2006,0,13.350000381469727
Norway,NOR,Renewables,Patents,Detail,Clean Energy,Number,2006,0,6.5
,WORLD,Gas fuel pipelines,Patents,Detail,Transmission distribution,Number,2006,0,4
Mexico,MEX,Oil refining,Patents,Detail,Processing downstream,Number,2006,0,2
Australia,AUS,Renewables,Patents,Detail,Clean Energy,Number,2006,0,1
Korea,KOR,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2006,0,168.8699951171875
India,IND,Fossil fuel patents,Patents,Total,Total,Number,2006,0,0.28999999165534973
Germany,DEU,Renewables,Patents,Detail,Clean Energy,Number,2006,0,5
Netherlands,NLD,e-Mobility,Patents,Detail,Clean Energy,Number,2006,0,2.3299999237060547
United States,USA,Building energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,283.1400146484375
France,FRA,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2006,0,21
Norway,NOR,Air - rail - marine,Patents,Detail,Clean Energy,Number,2006,0,3.5
Saudi Arabia,SAU,Fossil fuel patents,Patents,Total,Total,Number,2006,0,12.670000076293945
United Kingdom,GBR,Solar,Patents,Detail,Clean Energy,Number,2006,0,35.939998626708984
Chinese Taipei,TWN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,95.02999877929688
Denmark,DNK,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2006,0,4.5
Austria,AUT,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2006,0,3.5
Australia,AUS,Clean energy patents,Patents,Total,Total,Number,2006,0,13.149999618530273
France,FRA,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2006,0,5
Canada,CAN,Wind,Patents,Detail,Clean Energy,Number,2006,0,7
United States,USA,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2006,0,1
Netherlands,NLD,Clean energy patents,Patents,Total,Total,Number,2006,0,99.37999725341797
Switzerland,CHE,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,0.4000000059604645
,WORLD,Fossil fuel patents,Patents,Total,Total,Number,2006,0,2019.8900146484375
Canada,CAN,Clean energy patents,Patents,Total,Total,Number,2006,0,211.92999267578125
Canada,CAN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2006,0,4
Austria,AUT,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2006,0,18.670000076293945
,WORLD,Nuclear,Patents,Detail,Clean Energy,Number,2006,0,194.5
Norway,NOR,Oil refining,Patents,Detail,Processing downstream,Number,2006,0,4
Belgium,BEL,Clean energy patents,Patents,Total,Total,Number,2006,0,18.260000228881836
Korea,KOR,Bioenergy,Patents,Detail,Clean Energy,Number,2006,0,28.5
,WORLD,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2006,0,739.1699829101562
People's Republic of China,CHN,e-Mobility,Patents,Detail,Clean Energy,Number,2006,0,40.5
Spain,ESP,Transmission and distribution,Patents,Total,Total,Number,2006,0,1.6699999570846558
Korea,KOR,Processing and downstream,Patents,Total,Total,Number,2006,0,45.83000183105469
Hungary,HUN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2006,0,2
Israel,ISR,e-Mobility,Patents,Detail,Clean Energy,Number,2006,0,1
,WORLD,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2006,0,1608.8299560546875
Netherlands,NLD,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2006,0,8.079999923706055
Russian Federation,RUS,Gas conditioning,Patents,Detail,Processing downstream,Number,2006,0,1.100000023841858
Brazil,BRA,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,2
Norway,NOR,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2006,0,9.670000076293945
France,FRA,Fossil fuel patents,Patents,Total,Total,Number,2006,0,108.37999725341797
Spain,ESP,Fossil fuel patents,Patents,Total,Total,Number,2006,0,13.079999923706055
Great Britain,GBN,Solar,Patents,Detail,Clean Energy,Number,2006,0,35.939998626708984
Norway,NOR,Processing and downstream,Patents,Total,Total,Number,2006,0,6.25
Israel,ISR,Oil refining,Patents,Detail,Processing downstream,Number,2006,0,2
United Kingdom,GBR,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2006,0,55.70000076293945
Norway,NOR,Fossil fuel patents,Patents,Total,Total,Number,2006,0,29.700000762939453
Denmark,DNK,Solar,Patents,Detail,Clean Energy,Number,2006,0,0.8299999833106995
,WORLD,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2006,0,261.70001220703125
Switzerland,CHE,Coal-to-gas,Patents,Detail,Processing downstream,Number,2006,0,1
People's Republic of China,CHN,Renewables,Patents,Detail,Clean Energy,Number,2006,0,4
Spain,ESP,Other renewables,Patents,Detail,Clean Energy,Number,2006,0,8
United Kingdom,GBR,Underground gaseous fuel storage,Patents,Detail,Transmission distribution,Number,2006,0,1
Sweden,SWE,Upstream,Patents,Total,Total,Number,2006,0,3
Sweden,SWE,Grid,Patents,Detail,Clean Energy,Number,2006,0,24.399999618530273
Czech Republic,CZE,Other renewables,Patents,Detail,Clean Energy,Number,2006,0,2
Denmark,DNK,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2006,0,2.5
Switzerland,CHE,Other renewables,Patents,Detail,Clean Energy,Number,2006,0,4.25
Japan,JPN,Grid,Patents,Detail,Clean Energy,Number,2006,0,35
Sweden,SWE,Bioenergy,Patents,Detail,Clean Energy,Number,2006,0,6
Switzerland,CHE,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2006,0,1.8300000429153442
,WORLD,Energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,90.5
Canada,CAN,Grid,Patents,Detail,Clean Energy,Number,2006,0,4.329999923706055
Chinese Taipei,TWN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2006,0,1
Israel,ISR,Renewables,Patents,Detail,Clean Energy,Number,2006,0,2
Italy,ITA,Bioenergy,Patents,Detail,Clean Energy,Number,2006,0,20.329999923706055
France,FRA,e-Mobility,Patents,Detail,Clean Energy,Number,2006,0,55.66999816894531
,WORLD,Processing and downstream,Patents,Total,Total,Number,2006,0,1031.489990234375
Czech Republic,CZE,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2006,0,1
United States,USA,Nuclear,Patents,Detail,Clean Energy,Number,2006,0,65.06999969482422
Italy,ITA,Processing and downstream,Patents,Total,Total,Number,2006,0,18.459999084472656
Switzerland,CHE,Wind,Patents,Detail,Clean Energy,Number,2006,0,1
Turkiye,TUR,Processing and downstream,Patents,Total,Total,Number,2006,0,1
Finland,FIN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2006,0,5
Spain,ESP,e-Mobility,Patents,Detail,Clean Energy,Number,2006,0,1
Hong Kong,HKG,e-Mobility,Patents,Detail,Clean Energy,Number,2006,0,0.33000001311302185
Czech Republic,CZE,Bioenergy,Patents,Detail,Clean Energy,Number,2006,0,3.799999952316284
Australia,AUS,Air - rail - marine,Patents,Detail,Clean Energy,Number,2006,0,0.8299999833106995
,WORLD,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2006,0,138.3300018310547
Poland,POL,Processing and downstream,Patents,Total,Total,Number,2006,0,1
Turkiye,TUR,Fossil fuel patents,Patents,Total,Total,Number,2006,0,2
Norway,NOR,Other renewables,Patents,Detail,Clean Energy,Number,2006,0,6
Belgium,BEL,Nuclear,Patents,Detail,Clean Energy,Number,2006,0,0.25
Saudi Arabia,SAU,Clean energy patents,Patents,Total,Total,Number,2006,0,1
Norway,NOR,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2006,0,5
Canada,CAN,Fossil fuel patents,Patents,Total,Total,Number,2006,0,76.20999908447266
United States,USA,Other renewables,Patents,Detail,Clean Energy,Number,2006,0,41
Hungary,HUN,Solar,Patents,Detail,Clean Energy,Number,2006,0,2
Hungary,HUN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,1
United States,USA,Oil refining,Patents,Detail,Processing downstream,Number,2006,0,269.0400085449219
Germany,DEU,Air - rail - marine,Patents,Detail,Clean Energy,Number,2006,0,176.10000610351562
Italy,ITA,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2006,0,5.920000076293945
Hong Kong,HKG,Clean energy patents,Patents,Total,Total,Number,2006,0,11.229999542236328
India,IND,Clean energy patents,Patents,Total,Total,Number,2006,0,11.260000228881836
Japan,JPN,Wind,Patents,Detail,Clean Energy,Number,2006,0,40.25
Russian Federation,RUS,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2006,0,1
Czech Republic,CZE,e-Mobility,Patents,Detail,Clean Energy,Number,2006,0,0.25
Singapore,SGP,Bioenergy,Patents,Detail,Clean Energy,Number,2006,0,4
Sweden,SWE,Gas conditioning,Patents,Detail,Processing downstream,Number,2006,0,1
Great Britain,GBN,Total - all technologies,Patents,,,Number,2006,0,7744.66015625
Austria,AUT,Total - all technologies,Patents,,,Number,2006,0,1930.6099853515625
Japan,JPN,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2006,0,4
,WORLD,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2006,0,103.3499984741211
Great Britain,GBN,Grid,Patents,Detail,Clean Energy,Number,2006,0,4.5
Korea,KOR,Total - all technologies,Patents,,,Number,2006,0,17054.08984375
Denmark,DNK,Total - all technologies,Patents,,,Number,2006,0,836.010009765625
Spain,ESP,Air - rail - marine,Patents,Detail,Clean Energy,Number,2006,0,19
Spain,ESP,Grid,Patents,Detail,Clean Energy,Number,2006,0,6
Switzerland,CHE,Total - all technologies,Patents,,,Number,2006,0,2546.199951171875
India,IND,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2006,0,0.14000000059604645
Turkiye,TUR,Total - all technologies,Patents,,,Number,2006,0,185.24000549316406
Austria,AUT,Fossil fuel patents,Patents,Total,Total,Number,2006,0,2.5
Canada,CAN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2006,0,40.29999923706055
Chinese Taipei,TWN,Clean energy patents,Patents,Total,Total,Number,2006,0,354.239990234375
Finland,FIN,Wind,Patents,Detail,Clean Energy,Number,2006,0,5.400000095367432
Sweden,SWE,e-Mobility,Patents,Detail,Clean Energy,Number,2006,0,10.5
Australia,AUS,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2006,0,1.3300000429153442
Netherlands,NLD,Oil refining,Patents,Detail,Processing downstream,Number,2006,0,17.8799991607666
,WORLD,Bioenergy,Patents,Detail,Clean Energy,Number,2006,0,534.3800048828125
United States,USA,Clean energy patents,Patents,Total,Total,Number,2006,0,2438.929931640625
Canada,CAN,Processing and downstream,Patents,Total,Total,Number,2006,0,22.799999237060547
Australia,AUS,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2006,0,1
Netherlands,NLD,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2006,0,13
Turkiye,TUR,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2006,0,0.33000001311302185
Sweden,SWE,Wind,Patents,Detail,Clean Energy,Number,2006,0,12.399999618530273
Australia,AUS,Building energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,2.25
Korea,KOR,Energy efficiency,Patents,Detail,Clean Energy,Number,2006,0,4
Netherlands,NLD,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2006,0,2
France,FRA,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2006,0,18
Switzerland,CHE,Grid,Patents,Detail,Clean Energy,Number,2006,0,4.769999980926514
Ireland,IRL,Renewables,Patents,Detail,Clean Energy,Number,2006,0,1
Mexico,MEX,Other renewables,Patents,Detail,Clean Energy,Number,2006,0,3
Great Britain,GBN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2006,0,54.349998474121094
,WORLD,Renewables,Patents,Detail,Clean Energy,Number,2006,0,128.8000030517578
Norway,NOR,Upstream,Patents,Total,Total,Number,2006,0,17.450000762939453
Spain,ESP,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2006,0,1
Singapore,SGP,e-Mobility,Patents,Detail,Clean Energy,Number,2006,0,1
India,IND,Grid,Patents,Detail,Clean Energy,Number,2006,0,0.33000001311302185
People's Republic of China,CHN,Grid,Patents,Detail,Clean Energy,Number,2006,0,14.199999809265137
Denmark,DNK,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2006,0,0.33000001311302185
Israel,ISR,Upstream,Patents,Total,Total,Number,2006,0,1
Finland,FIN,Nuclear,Patents,Detail,Clean Energy,Number,2006,0,1
Italy,ITA,Renewables,Patents,Detail,Clean Energy,Number,2006,0,2
Canada,CAN,Gas conditioning,Patents,Detail,Processing downstream,Number,2006,0,5.25
Belgium,BEL,Fossil fuel patents,Patents,Total,Total,Number,2006,0,6.329999923706055
,WORLD,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2006,0,1498.8599853515625
Singapore,SGP,Oil refining,Patents,Detail,Processing downstream,Number,2006,0,1.899999976158142
United Kingdom,GBR,Renewables,Patents,Detail,Clean Energy,Number,2006,0,10
Hungary,HUN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2006,0,2
Italy,ITA,Fossil fuel patents,Patents,Total,Total,Number,2006,0,41.459999084472656
France,FRA,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2006,0,9.670000076293945
Denmark,DNK,Upstream,Patents,Total,Total,Number,2006,0,4.5
Canada,CAN,Bioenergy,Patents,Detail,Clean Energy,Number,2006,0,21
Spain,ESP,Processing and downstream,Patents,Total,Total,Number,2006,0,11.079999923706055
Brazil,BRA,Clean energy patents,Patents,Total,Total,Number,2006,0,27.06999969482422
Russian Federation,RUS,Total - all technologies,Patents,,,Number,2006,0,973.0499877929688
Belgium,BEL,e-Mobility,Patents,Detail,Clean Energy,Number,2006,0,2
Finland,FIN,Total - all technologies,Patents,,,Number,2006,0,2026.969970703125
Hungary,HUN,Total - all technologies,Patents,,,Number,2006,0,241.24000549316406
