Unnamed: 0,Country,Country Code,Source NC#,Year,Policy Name,Policy Description,Link,Year: implementation,Year: decision,Year: end,Indicator database source
2422,Greece,GRC,,,National Renewable Energy Action Plan (NREAP),"Under the EU Directive 2009/28/EC member countries of the European Union are obliged to draft and submit to the European Commission National Renewable Action Plans (NREAPs) outlining pathway which will allow them to meet their 2020 renewable energy, energy efficiency and GHG cuts targets.
Greece 2020 renewable energy targets:
Overall target: 18% of share of energy generated from renewable sources in gross final energy consumption;
Heating and cooling: 20% of heat consumption met by renewable sources;
Electricity: 40% of electricity demand met by electricity generated fr IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://ec.europa.eu/energy/topics/renewable-energy/national-renewable-energy-action-plans-2020_en?redir=1,,2010.0,2020.0,Climate Policy Database
2432,France,FRA,,,Renewable Energy Feed-In Tariff: Hydropower (IV),,http://www.developpement-durable.gouv.fr/-Energies-renouvelables;406-.html,,2007.0,,Climate Policy Database
2470,Uzbekistan,UZB,,,Resolution on Further Development of Renewable Energy and Energy Efficiency 2017-2025,"In June 2017 a Resolution on Further Development of Renewable Energy and Energy Efficiency for 2017-2025 in Uzbekistan. Developments of capacities will increase Uzbekistan’s share of renewables in the generation from 12.7% in 2016 to 19.7% in 2025. (See reference for details.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/6379-resolution-on-further-development-of-renewable-energy-and-energy-efficiency-2017-2025?country=Uzbekistan&qs=uzbe,,2016.0,,Climate Policy Database
2475,Australia,AUS,,,Victorian Renewable Energy Target,Increase the share of electricity consumption in Victoria from renewable energy sources to 10% by 2016.,http://www.dpi.vic.gov.au/dpi/dpinenergy.nsf/childdocs/-3F827E74C37E0836CA25729D00101EB0-866B51F390263BA1CA2572B2001634F9-2D9B7B1F0DF350AECA2572B2001974E2?open,,2007.0,2010.0,Climate Policy Database
2479,Canada,CAN,,,Renewable Energy Deployment Initiative (Extension),,https://www.iea.org/policies/4255-renewable-energy-deployment-initiative-extension?country=Canada&page=7,,2003.0,2007.0,Climate Policy Database
2487,Italy,ITA,,,Demand Side Management to Reduce GHG Emissions - ENEL Voluntary Agreement,,https://www.iea.org/policies/2331-demand-side-management-to-reduce-ghg-emissions-enel-voluntary-agreement,,2000.0,,Climate Policy Database
2495,France,FRA,,,FACE (Fonds damortissement des charges délectrification) Programme,,https://www.iea.org/policies/3950-face-fonds-damortissement-des-charges-delectrification-programme,,1995.0,,Climate Policy Database
2510,Ghana,GHA,,,Strategic National Energy Plan (SNEP) 2006-2020,Executive,http://energycom.gov.gh/files/snep/MAIN%20REPORT%20final%20PD.pdf,,2006.0,2020.0,Climate Policy Database
2516,Japan,JPN,,,Subsidy Programme for Residential PV systems,,http://www.nef.or.jp/english/index.html,,1994.0,,Climate Policy Database
2520,United Kingdom,GBR,,,Low Carbon Industrial Strategy (LCIS),,http://webarchive.nationalarchives.gov.uk/20100401170135/bis.gov.uk/policies/business-sectors/low-carbon-business-opportunities/uk-low-carbon-ind-strategy,2009.0,2009.0,,Climate Policy Database
2538,Norway,NOR,,,Wind Power Production Support,"This support scheme for wind power production corresponding to half of the consumer electricity tax was introduced in 1999.
In 2001 the consumer tax on electricity was NOK 0.113/kWh, giving an incentive of NOK 0.0565/kWh of wind power produced. In 2002 the consumer tax on electricity was NOK 0.093/kWh, giving an incentive of NOK 0.0465/kWh of wind power produced. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/3506-wind-power-production-support?country=Norway&page=2&qs=norway,,1999.0,2003.0,Climate Policy Database
2546,Italy,ITA,,,Call for Tender - Renewable Production Investment,,http://www.minambiente.it/,,2007.0,2007.0,Climate Policy Database
2555,Denmark,DNK,,,Electricity Supply Act,"The 1976 Electricity Supply Act provided the framework for the control of the electricity sector, where only licensed companies were allowed to produce, transmit and distribute electricity through the public grids. The Minister of Energy was authorised to use security of supply justifications to oblige electricity supply companies to include specific energy types in their supply mix and to take measures to improve the energy efficiency of supply. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/3921-electricity-supply-act?country=Denmark&page=3&qs=denm,,1976.0,,Climate Policy Database
2556,Switzerland,CHE,,,Energy Decree,"With the passing of the Federal Energy Decree in 1991, electricity companies were obliged to buy electricity from renewable sources produced by private companies at a fixed rate of CHF 0.15 in the annual average. The power limit (for hydropower plants only) was set at 1 MW. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/3886-energy-decree?country=Switzerland&page=2&qs=swi,,1991.0,,Climate Policy Database
2557,Denmark,DNK,,,Energy Strategy 2050,"The main goal of the Danish 2050 Energy Strategy is to achieve 100% independence from fossil fuel in the national energy mix by 2050.
In a first step to completely phase out fossil fuels the government targets the drop in the consumption of oil, gas and coal by 33% between 2009 and 2020.
The share of thermal production in total energy generation should also decrease from 71% to 40% over the same period.
To reach 100% of electricity from renewable, the Danish government greatly focuses on wind energy, expected to provide for 40% of total electricity needs, together with biomass and biogas. A solid district heating network, fed by renewable heat from biomass, will be the main motor of the energy transition in the heating sector.
Full independence from fossil fuels will also be reached through a solid and long term energy efficiency policy aiming at reducing gross energy consumption by 6% from 2006 levels. Energy companies will be required to increase energy savings by 50% in 2013 and 75% by 2017 to 2020. Electric meters diffusion will participate in moniotring energy demand in the residential sector.
In the building sector, the Danish government is going a step forward in implementing very ambitious building code, banning oil boilers in all new constructions and, by 2017, in all houses while biomass, biogas and solar thermal appliances will be strongly encouraged.
Denmark also targets the large scale deployment of offshore wind as well as dramatic growth in the wind manufacturing sector, and will fund research and development in for solar and wave power, support main demonstration projects for large heat pumps intended to be used in district heating plants and fund other geothermal energy research projects.
In order to generate revenues to finance the energy shift of the country, Denmark will introduce a public service obligation tax on electricity and gas, while tax on oil, gas and coal will be further increased to discourage their use. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","http://www.kebmin.dk/sites/kebmin.dk/files/news/from-coal-oil-and-gas-to-green-energy/Energy%20Strategy%202050%20web.pdf
http://www.kebmin.dk/en",,2011.0,2050.0,Climate Policy Database
2559,Mexico,MEX,,,Wheeling Service Agreement for electricity from renewable energy sources (Convenio para el servicio de Transmisión de energía eléctrica para fuente de energía renovable),,http://www.cre.gob.mx/,,2004.0,,Climate Policy Database
2564,Australia,AUS,,,Solar Communities Program,"The $5 million Solar Communities program will support local responses to climate change and deliver lower electricity costs for community organisations. The program will provide funding for community groups in selected regions across Australia to install rooftop solar PV, solar hot water and solar-connected battery systems.",https://www.business.gov.au/Grants-and-Programs/Solar-Communities-Program,,2016.0,,Climate Policy Database
2566,Australia,AUS,,,Remote Indigenous Energy Program,,http://www.indigenous.gov.au/healthy-homes/policy-programs/,,2011.0,2014.0,Climate Policy Database
2573,Nauru,NRU,,,National Sustainability Development Strategy (NSDS) 2005-2025,"Introduced in 2005 The Strategy is being reviewed periodically and it is being adjusted to slowly improving conditions on the island. Also, changes are made in accordance to growing governing experience of Nauru’s officials. The Strategy was reviewed in 2007, 2008 and in 2009.
Main long-term goals of the strategy aim to strengthen institutional framework, enhance social, infrastructure and utilities services, diversify sources of revenue, develop domestic food production and tackle issues of public education and social exclusion.
Goals for energy sector are:
To establish reliable and stable fuel supply chain;
To diversify energy sources and decrease quantities of imported fossil fuels;
To increase electricity independence;
To extend electricity grid and to be able to deliver electricity 24/7 to all island’s inhabitants;
To reduce power demand by 30% through increased consumption efficiency;
To generate 50% of electricity demand from renewable energy sources by 2015;
To implement National Energy Policy Framework; IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.sprep.org/att/IRC/eCOPIES/Countries/Nauru/2a.pdf,,2005.0,2015.0,Climate Policy Database
2585,Australia,AUS,,,Improving Grid Accessibility,,https://www.iea.org/policies/4304-improving-grid-accessibility,,2004.0,2014.0,Climate Policy Database
2590,United States of America,USA,,,Energy Policy Act,,https://afdc.energy.gov/files/pdfs/2527.pdf,,1992.0,,Climate Policy Database
2605,Canada,CAN,,,Ontario Feed-in Tariff Programme,,https://www.ontario.ca/document/renewable-energy-development-ontario-guide-municipalities/40-feed-tariff-program,,2009.0,,Climate Policy Database
