Country,Country Code,Source NC#,Year,Policy Name,Policy Description,Objective and/or Activity Affected,Relevance for Electricity Generation,GHG Affected,Printed Page Number,Format,Additional Comments,Link
Spain,ESP,NC7,2014,National Action Plan for Energy Efficiency 2014-2020,"Subsequently, and in order to meet the requirement of Article 24.2 of Directive
2012/27/EU of the European Parliament and of the Council of 25 October 2012 on energy efficiency, the National Energy Efficiency Action Plan 2014-2020 was drawn up and its corresponding 2017 revision adapted to the most recent macroeconomic forecasts, materialised in the National Energy Efficiency Action Plan 2017-2020.",,no,,71,text,translated from Spanish,
Spain,ESP,NC7,2017,National Action Plan for Energy Efficiency 2017-2020,"Subsequently, and in order to meet the requirement of Article 24.2 of Directive
2012/27/EU of the European Parliament and of the Council of 25 October 2012 on energy efficiency, the National Energy Efficiency Action Plan 2014-2020 was drawn up and its corresponding 2017 revision adapted to the most recent macroeconomic forecasts, materialised in the National Energy Efficiency Action Plan 2017-2020.",,no,,71,text,translated from Spanish,
Spain,ESP,NC7,2014,National energy Efficiency Fund,"Royal Decree-Law 8/2014, of 4 July 2014, approving urgent measures for growth, competitiveness and efficiency, validated by Law 18/2014, of 15 October, transposed Article 7 of Directive 2012/27/EU into Spanish law and established, in accordance with article 20 of the Directive, the National Energy Efficiency Fund, attached to the Ministry of Energy, Tourism and the Digital Agenda, through the State Secretariat for Energy, and managed by the Institute for Energy Diversification and Saving (IDAE).",,unclear,,72,text,translated from Spanish,
Spain,ESP,NC7,2013,Law 15/2012 on fiscal measures for energy sustainability,"Law 15/2012, of 27 December, on fiscal measures for energy sustainability, in force since January 2013, established on a permanent basis mechanisms of a tax nature aimed at sending end consumers of energy an appropriate price signal, so as to encourage their rational and efficient use, in line with the basic principles governing the European Union's fiscal, energy and environmental policy, and with the ultimate aim of serving as a stimulus to improve energy efficiency levels
",,unclear,,74,text,translated from Spanish,
Spain,ESP,NC7,2014,Communication Campaign,"The 2014 communication campaign was conceived as a comprehensive campaign that used all media and supports to reach the small consumer (universal audience), with the aim of media and supports to reach the small consumer (universal public), with the objective of provide them with guidelines on energy saving and efficiency in relation to domestic equipment and to inform them of a new
inform them of new billing.",,no,,75,text,translated from Spanish,
Spain,ESP,NC7,2015,Programme for the promotion of industrial competitiveness,"The Programme for the Promotion of Industrial Competitiveness (Order IET/274/2015, of 13 February, announcing the granting of financial support for industrial investment under the which called for the granting of financial support for industrial investment within the framework of the public policy for the public policy to promote industrial competitiveness in 2015, Boletín Oficial del Estado (BOE) 20.02.2015.
(BOE) 20.02.2015) was aimed at stimulating business investment that contributed significantly to the significantly to the generation of added value in industry.",,no,,76,text,translated from Spanish,
Spain,ESP,NC7,2014,savings and efficiency action plan 2014-2020,,achieving final energy savings for the period 2014 - 2020,unclear,CO2,110,table,translated from spanish; implemented,
Spain,ESP,NC7,2011,Investment Fund in Diversification and Energy Saving - F.I.D.A.E.,,"which is intended to
finance urban development
sustainable urban development
sustainable urban development projects that improve
energy efficiency and/or
use renewable energy
renewable energy",unclear,CO2,"75, 110","text, table","translated from spanish; expired, also in NC 6 on p. 76",
Spain,ESP,NC7,2011,plan for renewable energies (PER) 2011 - 2020,"For the period 2011-2020, the Renewable Energy Plan (PER) 2011-2020 was approved by Agreement of the Council of Ministers on 11 November 2011. This Plan establishes the objectives in accordance with Directive 2009/28/EC of the European Parliament and of the Council of 23 April 2009 on the promotion of the use of energy from renewable sources, in compliance with the mandates of Royal Decree 661/2007, which regulates the activity of electricity production under the special regime and Law 2/2011, of 4 March, on Sustainable Economy.
The PER 2011-2020 includes a package of more than 80 measures, almost half of which are horizontal measures and the rest sectoral, with which to meet European requirements, achieving the national 2020 targets set in the Plan and which will represent, according to the methodology of the aforementioned Directive, a consumption of renewable energies of 20.8% of gross final energy consumption and a final consumption of renewable energies of 11.3% of energy consumption in transport. transport. The Plan refers to biofuels and bioliquids, biogas, biomass, marine energies,
wind, geothermal and other environmental energies, hydroelectric, waste (municipal, industrial and wastewater treatment plant (WWTP) sludge) and solar (photovoltaic, thermal and thermoelectric). The distribution into sectoral and horizontal measures is due to the difference in technological progress and market penetration of the different technologies. The PER 2011-2020 plans to promote a total investment during the decade of more than 62,000 M€, of which more than 55,000 M€ correspond to electricity generation facilities and more than 6,000 M€ to facilities for thermal uses. The following tables summarise the sectoral objectives of the PER 2011-2020. (NC7 p. 69)","to promote the consumption of
renewable energies",unclear,CO2,110,table,"also in NC6 on p. 76, 52 translated from spanish; implemented",
Spain,ESP,NC7,2005,Plan for renewable energies (PER) 2005-2010,"The now defunct Renewable Energy Plan in Spain (PER) 2005-2010 was characterised by a strong overall development of renewable energies, with very significant growth in some areas of electricity generation (wind, photovoltaic, and solar thermoelectric) and a high growth in production capacity in the biofuels sector.",,yes,,68,text,translated from spanish,
Spain,ESP,NC7,2014,plans for the sectors of electricity and gas 2014 - 2020,,"meeting the 2020 energy efficiency, renewable energy and environmental targets",yes,CO2,110,table,"also in NC6 on p. 76, translated from Spanish; implemented",
Spain,ESP,NC7,2015,voluntary agreement SF6 - electric sector of industry sector,,reduction of emissions of fluorinated gases,unclear,SF6,110,table,translated from spanish,
Spain,ESP,NC7,2014,Master Plan for Savings and Energy Efficiency 2014-2020 of ADIF-High Speed,,Measures for saving energy and improve energy efficiency in high speed transport,unclear,CO2,111,table,translated from spanish,
Spain,ESP,NC7,2014,Master Plan for Savings and Energy Efficiency 2014-2020 of ADIF,,measures for saving energy and improve energy efficiency in the transport sector,unclear,CO2,111,table,translated from spanish,
Spain,ESP,NC7,2015,"Framework Agreement for the project, supply and/or installation of energy efficient lighting systems",,improve the efficiency of lighting system in airports,no,CO2,111,table,translated form spanish,
Spain,ESP,NC7,2016,Supply of electricity at 400 Hz to aircraft at the airport,,Boosting the use of electricity for stationary aircraft,no,CO2,111,table,translated form spanish,
Spain,ESP,NC7,2000,progressive incorporation of renewable energy at airports,,use alternative energy sources and diversify the energy production at airports,unclear,CO2,111,table,translated from spanish,
Spain,ESP,NC7,2017,Framework for national action on alternative energy in the transport sector,,Promotion of alternative fuels in transport till 2020,no,CO2,114,table,translated from spanish,
