"","ISO","Module","Policy","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source"
"1251","DEU","Cross_sectoral","Independent Advisory Body",2019,4,"Other","Governance",4,4,1,1,1,"OECD"
"1252","DEU","Cross_sectoral","Net Zero Targets",2019,7,"Other","Targets",1,2,0,0,1,"OECD"
"1253","DEU","Cross_sectoral","RDD_EnergyEfficiency",2019,7,"MBI","Other MBI",2,2,0,1,1,"OECD"
"1254","DEU","Cross_sectoral","RDD_Hydrogen",2019,6,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1255","DEU","Electricity","BanPhaseOutCoal",2019,4,"NMBI","Technology Standards",4,4,1,1,1,"OECD"
"1256","DEU","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1257","DEU","International","International Initiatives",2019,10,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1258","DNK","Buildings","Bans and Phaseouts Fossil Fuels Heating",2019,5,"NMBI","Technology Standards",3,3,0,1,1,"OECD"
"1259","DNK","Cross_sectoral","Net Zero Targets",2019,7,"Other","Targets",2,7,0,1,0,"OECD"
"1260","DNK","Cross_sectoral","RDD_EnergyEfficiency",2019,7,"MBI","Other MBI",2,0,0,1,0,"OECD"
"1261","DNK","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1262","DNK","International","International Initiatives",2019,9,"Other","International Co-operation",3,3,0,1,1,"OECD"
"1263","ESP","Cross_sectoral","RDD_Hydrogen",2019,5,"MBI","Other MBI",2,3,0,1,1,"OECD"
"1264","ESP","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1265","ESP","International","GHG Reporting Accounting",2019,10,"Other","Climate data",2,2,0,1,1,"OECD"
"1266","ESP","International","International Initiatives",2019,8,"Other","International Co-operation",4,4,0,1,1,"OECD"
"1267","ESP","Transport","Bans and Phaseouts passenger cars ICE",2019,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"1268","FIN","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1269","FIN","International","International Initiatives",2019,9,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1270","FRA","Buildings","Bans and Phaseouts Fossil Fuels Heating",2019,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"1271","FRA","Cross_sectoral","Independent Advisory Body",2019,7,"Other","Governance",5,7,0,1,0,"OECD"
"1272","FRA","Cross_sectoral","Net Zero Targets",2019,7,"Other","Targets",1,2,0,0,1,"OECD"
"1273","FRA","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1274","FRA","Transport","Bans and Phaseouts passenger cars ICE",2019,4,"NMBI","Technology Standards",2,2,0,1,1,"OECD"
"1275","GBR","Buildings","Financing Mechanism Buildings",2019,10,"MBI","Subsidy",2,2,0,1,1,"OECD"
"1276","GBR","Cross_sectoral","RDD_CCS",2019,6,"MBI","Other MBI",2,-1,0,1,0,"OECD"
"1277","GBR","Cross_sectoral","RDD_Hydrogen",2019,6,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1278","GBR","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1279","GBR","International","International Initiatives",2019,10,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1280","GBR","Transport","Fossil Fuel Subsidies Transport",2019,10,"MBI","Carbon Pricing",2,0,0,1,0,"OECD"
"1281","IND","Electricity","Renewable energy certificates",2019,6,"MBI","Subsidy",1,2,0,0,1,"OECD"
"1282","ITA","Cross_sectoral","Net Zero Targets",2019,5,"Other","Targets",5,5,1,1,1,"OECD"
"1283","ITA","Cross_sectoral","RDD_EnergyEfficiency",2019,7,"MBI","Other MBI",2,2,0,1,1,"OECD"
"1284","ITA","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1285","ITA","International","International Initiatives",2019,8,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1286","ITA","Transport","Investment in Rail Infrastructure",2019,9,"NMBI","Other NMBI",3,0,0,1,0,"OECD"
"1287","JPN","Cross_sectoral","RDD_Hydrogen",2019,10,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1288","JPN","International","International Initiatives",2019,9,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1289","KOR","Cross_sectoral","Net Zero Targets",2019,5,"Other","Targets",5,5,1,1,1,"OECD"
"1290","KOR","International","International Initiatives",2019,7,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1291","NLD","Buildings","Bans and Phaseouts Fossil Fuels Heating",2019,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"1292","NLD","Cross_sectoral","Methane Policies",2019,6,"NMBI","Other NMBI",2,4,0,1,0,"OECD"
"1293","NLD","Cross_sectoral","RDD_EnergyEfficiency",2019,10,"MBI","Other MBI",3,2,0,1,1,"OECD"
"1294","NLD","Cross_sectoral","RDD_Otherstorage",2019,7,"MBI","Other MBI",2,0,0,1,0,"OECD"
"1295","NLD","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1296","NOR","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1297","NOR","International","International Initiatives",2019,10,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1298","RUS","International","International Initiatives",2019,3,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1299","RUS","Transport","Investment in Rail Infrastructure",2019,9,"NMBI","Other NMBI",2,3,0,1,1,"OECD"
"1300","SWE","Cross_sectoral","RDD_CCS",2019,4,"MBI","Other MBI",3,0,0,1,0,"OECD"
"1301","SWE","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1302","SWE","International","International Initiatives",2019,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1303","SWE","Transport","Bans and Phaseouts passenger cars ICE",2019,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD"
"1304","AUS","Electricity","PlanningRenewablesExpansion",2020,9,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD"
"1305","AUT","Cross_sectoral","Net Zero Targets",2020,7,"Other","Targets",2,7,0,1,0,"OECD"
"1306","AUT","Cross_sectoral","RDD_CCS",2020,4,"MBI","Other MBI",2,2,0,1,1,"OECD"
"1307","AUT","Electricity","BanPhaseOutCoal",2020,8,"NMBI","Technology Standards",2,2,0,1,1,"OECD"
"1308","AUT","International","UNFCCC Submission",2020,9,"Other","Climate data",2,2,0,1,1,"OECD"
"1309","BRA","Cross_sectoral","Net Zero Targets",2020,5,"Other","Targets",5,5,1,1,1,"OECD"
"1310","BRA","Cross_sectoral","RDD_Hydrogen",2020,3,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1311","BRA","Industry","Fossil Fuel Subsidies Industry",2020,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1312","CAN","Cross_sectoral","Methane Policies",2020,8,"NMBI","Other NMBI",6,6,0,1,1,"OECD"
"1313","CAN","Cross_sectoral","RDD_Hydrogen",2020,8,"MBI","Other MBI",3,2,0,1,1,"OECD"
"1314","CAN","Electricity","Carbon Tax Electricity",2020,10,"MBI","Carbon Pricing",2,8,0,1,0,"OECD"
"1315","CAN","Industry","Carbon Tax Industry",2020,8,"MBI","Carbon Pricing",2,6,0,1,0,"OECD"
"1316","CAN","International","International Initiatives",2020,10,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1317","CAN","Transport","Bans and Phaseouts passenger cars ICE",2020,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"1318","CAN","Transport","Carbon Tax Transport",2020,6,"MBI","Carbon Pricing",2,4,0,1,0,"OECD"
"1319","CHE","Buildings","BuildingEnergyCodes",2020,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"1320","CHE","Electricity","ETS Electricity",2020,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD"
"1321","CHE","Industry","ETS Industry",2020,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD"
"1322","CHE","Transport","Fossil Fuel Subsidies Transport",2020,5,"MBI","Carbon Pricing",2,3,0,1,1,"OECD"
"1323","CHN","Cross_sectoral","Net Zero Targets",2020,6,"Other","Targets",6,6,1,1,1,"OECD"
"1324","CHN","Industry","Fossil Fuel Subsidies Industry",2020,10,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1325","DEU","Cross_sectoral","RDD_CCS",2020,6,"MBI","Other MBI",3,-1,0,1,0,"OECD"
"1326","DEU","Cross_sectoral","RDD_Hydrogen",2020,7,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1327","DNK","Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",2020,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD"
"1328","DNK","Cross_sectoral","RDD_CCS",2020,8,"MBI","Other MBI",7,8,0,1,1,"OECD"
"1329","DNK","Cross_sectoral","RDD_EnergyEfficiency",2020,9,"MBI","Other MBI",2,4,0,1,0,"OECD"
"1330","DNK","Cross_sectoral","RDD_Otherstorage",2020,9,"MBI","Other MBI",2,0,0,1,0,"OECD"
"1331","DNK","International","Evaluation Biannual Report",2020,10,"Other","Climate data",4,4,0,1,1,"OECD"
"1332","DNK","International","UNFCCC Submission",2020,10,"Other","Climate data",4,4,0,1,1,"OECD"
"1333","ESP","Cross_sectoral","RDD_Nuclear",2020,3,"MBI","Other MBI",2,2,0,1,1,"OECD"
"1334","ESP","International","UNFCCC Submission",2020,10,"Other","Climate data",2,2,0,1,1,"OECD"
"1335","FIN","International","UNFCCC Submission",2020,10,"Other","Climate data",2,2,0,1,1,"OECD"
"1336","FIN","Transport","Investment in Rail Infrastructure",2020,6,"NMBI","Other NMBI",2,1,0,1,0,"OECD"
"1337","FRA","Cross_sectoral","RDD_CCS",2020,8,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1338","FRA","Cross_sectoral","RDD_Hydrogen",2020,9,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1339","FRA","Industry","EnergyEfficiencyMandates",2020,6,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD"
"1340","FRA","International","Evaluation Biannual Report",2020,8,"Other","Climate data",4,4,0,1,1,"OECD"
"1341","GBR","Buildings","Bans and Phaseouts Fossil Fuels Heating",2020,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD"
"1342","GBR","Cross_sectoral","RDD_CCS",2020,8,"MBI","Other MBI",2,4,0,1,0,"OECD"
"1343","GBR","Cross_sectoral","RDD_Otherstorage",2020,8,"MBI","Other MBI",2,1,0,1,0,"OECD"
"1344","IND","Buildings","Fossil Fuel Subsides Buildings",2020,3,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1345","ISR","Buildings","BuildingEnergyCodes",2020,3,"NMBI","Performance Standards",3,3,1,1,1,"OECD"
"1346","ISR","Electricity","Auction",2020,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"1347","ITA","Electricity","Auction",2020,6,"MBI","Subsidy",6,6,1,1,1,"OECD"
"1348","JPN","Cross_sectoral","Net Zero Targets",2020,6,"Other","Targets",6,6,1,1,1,"OECD"
"1349","JPN","International","International Initiatives",2020,10,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1350","KOR","Cross_sectoral","RDD_Hydrogen",2020,9,"MBI","Other MBI",2,1,0,1,0,"OECD"
"1351","KOR","International","UNFCCC Submission",2020,5,"Other","Climate data",2,2,0,1,1,"OECD"
"1352","NLD","Buildings","Bans and Phaseouts Fossil Fuels Heating",2020,4,"NMBI","Technology Standards",2,4,0,1,0,"OECD"
"1353","NLD","International","UNFCCC Submission",2020,10,"Other","Climate data",2,2,0,1,1,"OECD"
"1354","NOR","International","Evaluation Biannual Report",2020,8,"Other","Climate data",2,2,0,1,1,"OECD"
"1355","NOR","International","UNFCCC Submission",2020,9,"Other","Climate data",2,2,0,1,1,"OECD"
"1356","RUS","Industry","Fossil Fuel Subsidies Industry",2020,10,"MBI","Carbon Pricing",9,10,0,1,1,"OECD"
"1357","RUS","International","GHG Reporting Accounting",2020,6,"Other","Climate data",4,4,0,1,1,"OECD"
"1358","RUS","International","Ratification of Climate Treaties",2020,10,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1359","SWE","Buildings","Bans and Phaseouts Fossil Fuels Heating",2020,5,"NMBI","Technology Standards",2,2,0,1,1,"OECD"
"1360","SWE","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2020,4,"MBI","Carbon Pricing",4,-1,0,1,0,"OECD"
"1361","SWE","Cross_sectoral","RDD_CCS",2020,6,"MBI","Other MBI",2,5,0,1,0,"OECD"
"1362","SWE","Cross_sectoral","RDD_Hydrogen",2020,4,"MBI","Other MBI",2,1,0,1,0,"OECD"
"1363","SWE","Electricity","BanPhaseOutCoal",2020,8,"NMBI","Technology Standards",2,2,0,1,1,"OECD"
"1364","SWE","International","UNFCCC Submission",2020,10,"Other","Climate data",2,2,0,1,1,"OECD"
"1365","SWE","Transport","Congestion Charges",2020,7,"MBI","Other MBI",2,1,0,1,0,"OECD"
"1366","AUS","Cross_sectoral","Net Zero Targets",2021,6,"Other","Targets",6,6,1,1,1,"OECD"
"1367","AUS","Cross_sectoral","RDD_Otherstorage",2021,7,"MBI","Other MBI",3,1,0,1,0,"OECD"
"1368","AUS","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1369","AUS","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1370","AUS","International","Pricing Aviation Maritime",2021,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD"
"1371","AUS","International","UNFCCC Submission",2021,10,"Other","Climate data",5,3,0,1,1,"OECD"
"1372","AUT","Cross_sectoral","RDD_Hydrogen",2021,10,"MBI","Other MBI",2,2,0,1,1,"OECD"
"1373","AUT","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1374","AUT","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1375","AUT","Transport","Bans and Phaseouts passenger cars ICE",2021,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD"
"1376","BEL","Cross_sectoral","RDD_CCS",2021,6,"MBI","Other MBI",5,6,0,1,1,"OECD"
"1377","BEL","Electricity","Auction",2021,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"1378","BEL","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1379","BEL","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1380","BEL","International","International Initiatives",2021,7,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1381","BEL","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1382","BEL","Transport","Bans and Phaseouts passenger cars ICE",2021,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"1383","BRA","Electricity","Auction",2021,3,"MBI","Subsidy",3,0,0,1,0,"OECD"
"1384","BRA","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1385","BRA","International","UNFCCC Submission",2021,4,"Other","Climate data",3,1,0,1,0,"OECD"
"1386","CAN","Buildings","Carbon Tax Buildings",2021,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1387","CAN","Cross_sectoral","Independent Advisory Body",2021,9,"Other","Governance",3,4,0,1,1,"OECD"
"1388","CAN","Cross_sectoral","RDD_Nuclear",2021,8,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1389","CAN","Industry","Carbon Tax Industry",2021,10,"MBI","Carbon Pricing",2,4,0,1,0,"OECD"
"1390","CAN","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1391","CAN","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1392","CAN","International","Pricing Aviation Maritime",2021,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD"
"1393","CAN","International","UNFCCC Submission",2021,8,"Other","Climate data",2,0,0,1,0,"OECD"
"1394","CHE","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1395","CHE","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1396","CHE","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD"
"1397","CHE","International","UNFCCC Submission",2021,10,"Other","Climate data",2,2,0,1,1,"OECD"
"1398","CHN","Cross_sectoral","Methane Policies",2021,9,"NMBI","Other NMBI",3,3,0,1,1,"OECD"
"1399","CHN","Electricity","Auction",2021,5,"MBI","Subsidy",2,-1,0,1,0,"OECD"
"1400","CHN","Industry","MEPS electric motors",2021,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"1401","CHN","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1402","CHN","International","Ratification of Climate Treaties",2021,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1403","CHN","International","UNFCCC Submission",2021,4,"Other","Climate data",4,2,0,1,1,"OECD"
"1404","CHN","Transport","Bans and Phaseouts passenger cars ICE",2021,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD"
"1405","DEU","Buildings","ETS Buildings",2021,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD"
"1406","DEU","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2021,7,"MBI","Carbon Pricing",3,2,0,1,1,"OECD"
"1407","DEU","Cross_sectoral","RDD_Hydrogen",2021,10,"MBI","Other MBI",3,4,0,1,1,"OECD"
"1408","DEU","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1409","DEU","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1410","DEU","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1411","DEU","Transport","ETS Transport",2021,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD"
"1412","DNK","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2021,5,"MBI","Carbon Pricing",2,1,0,1,0,"OECD"
"1413","DNK","Cross_sectoral","RDD_CCS",2021,10,"MBI","Other MBI",2,9,0,1,0,"OECD"
"1414","DNK","Cross_sectoral","RDD_Hydrogen",2021,10,"MBI","Other MBI",3,0,0,1,0,"OECD"
"1415","DNK","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1416","DNK","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1417","DNK","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1418","ESP","Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",2021,7,"NMBI","Technology Standards",7,7,1,1,1,"OECD"
"1419","ESP","Cross_sectoral","RDD_CCS",2021,5,"MBI","Other MBI",4,4,0,1,1,"OECD"
"1420","ESP","Cross_sectoral","RDD_EnergyEfficiency",2021,10,"MBI","Other MBI",8,6,0,1,1,"OECD"
"1421","ESP","Cross_sectoral","RDD_Hydrogen",2021,10,"MBI","Other MBI",5,5,0,1,1,"OECD"
"1422","ESP","Cross_sectoral","RDD_Nuclear",2021,8,"MBI","Other MBI",5,7,0,1,0,"OECD"
"1423","ESP","Cross_sectoral","RDD_Otherstorage",2021,9,"MBI","Other MBI",5,6,0,1,1,"OECD"
"1424","ESP","Cross_sectoral","RDD_Renewables",2021,8,"MBI","Other MBI",3,2,0,1,1,"OECD"
"1425","ESP","Electricity","Auction",2021,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"1426","ESP","Electricity","BanPhaseOutCoal",2021,3,"NMBI","Technology Standards",2,2,0,1,1,"OECD"
"1427","ESP","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1428","ESP","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1429","ESP","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1430","ESP","Transport","Bans and Phaseouts passenger cars ICE",2021,4,"NMBI","Technology Standards",2,2,0,1,1,"OECD"
"1431","FIN","Cross_sectoral","RDD_Hydrogen",2021,5,"MBI","Other MBI",5,5,1,1,1,"OECD"
"1432","FIN","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1433","FIN","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1434","FIN","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1435","FIN","Transport","Bans and Phaseouts passenger cars ICE",2021,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"1436","FRA","Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",2021,6,"NMBI","Technology Standards",2,2,0,1,1,"OECD"
"1437","FRA","Cross_sectoral","RDD_Otherstorage",2021,9,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1438","FRA","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1439","FRA","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1440","FRA","International","GHG Reporting Accounting",2021,8,"Other","Climate data",2,2,0,1,1,"OECD"
"1441","FRA","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1442","FRA","International","UNFCCC Submission",2021,9,"Other","Climate data",2,1,0,1,0,"OECD"
"1443","GBR","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1444","GBR","International","Ban on Financing Fossil Fuels Abroad",2021,10,"NMBI","Technology Standards",10,10,1,1,1,"OECD"
"1445","GBR","International","GHG Reporting Accounting",2021,8,"Other","Climate data",2,2,0,1,1,"OECD"
"1446","GBR","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1447","GBR","International","UNFCCC Submission",2021,10,"Other","Climate data",2,2,0,1,1,"OECD"
"1448","IND","Cross_sectoral","Net Zero Targets",2021,3,"Other","Targets",3,3,1,1,1,"OECD"
"1449","IND","Electricity","Auction",2021,6,"MBI","Subsidy",3,1,0,1,0,"OECD"
"1450","IND","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1451","IND","International","Ratification of Climate Treaties",2021,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1452","ISR","Cross_sectoral","Net Zero Targets",2021,5,"Other","Targets",5,5,1,1,1,"OECD"
"1453","ISR","International","Pricing Aviation Maritime",2021,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD"
"1454","ISR","International","UNFCCC Submission",2021,2,"Other","Climate data",2,0,0,1,0,"OECD"
"1455","ITA","Buildings","Bans and Phaseouts Fossil Fuels Heating",2021,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"1456","ITA","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1457","ITA","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1458","ITA","International","GHG Reporting Accounting",2021,10,"Other","Climate data",2,2,0,1,1,"OECD"
"1459","ITA","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1460","JPN","Buildings","Fossil Fuel Subsides Buildings",2021,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD"
"1461","JPN","Electricity","Auction",2021,6,"MBI","Subsidy",2,3,0,1,1,"OECD"
"1462","JPN","Industry","Fossil Fuel Subsidies Industry",2021,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD"
"1463","JPN","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1464","JPN","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1465","JPN","International","Pricing Aviation Maritime",2021,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD"
"1466","JPN","International","UNFCCC Submission",2021,10,"Other","Climate data",4,2,0,1,1,"OECD"
"1467","JPN","Transport","Fossil Fuel Subsidies Transport",2021,9,"MBI","Carbon Pricing",9,9,0,1,1,"OECD"
"1468","KOR","Cross_sectoral","Independent Advisory Body",2021,8,"Other","Governance",8,8,1,1,1,"OECD"
"1469","KOR","Cross_sectoral","Net Zero Targets",2021,7,"Other","Targets",1,2,0,0,1,"OECD"
"1470","KOR","Cross_sectoral","RDD_CCS",2021,9,"MBI","Other MBI",2,2,0,1,1,"OECD"
"1471","KOR","Electricity","BanPhaseOutCoal",2021,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD"
"1472","KOR","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1473","KOR","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1474","KOR","International","International Initiatives",2021,9,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1475","KOR","International","Pricing Aviation Maritime",2021,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD"
"1476","KOR","Transport","Bans and Phaseouts passenger cars ICE",2021,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"1477","KOR","Transport","ETS Transport",2021,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD"
"1478","NLD","Cross_sectoral","RDD_Hydrogen",2021,10,"MBI","Other MBI",3,3,0,1,1,"OECD"
"1479","NLD","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1480","NLD","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1481","NLD","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1482","NOR","Cross_sectoral","RDD_Hydrogen",2021,10,"MBI","Other MBI",3,3,0,1,1,"OECD"
"1483","NOR","Electricity","BanPhaseOutCoal",2021,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"1484","NOR","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
"1485","NOR","International","Pricing Aviation Maritime",2021,6,"MBI","Carbon Pricing",4,4,0,1,1,"OECD"
"1486","NOR","Transport","Congestion Charges",2021,8,"MBI","Other MBI",3,2,0,1,1,"OECD"
"1487","RUS","Cross_sectoral","Net Zero Targets",2021,4,"Other","Targets",4,4,1,1,1,"OECD"
"1488","RUS","International","Ban on Financing Fossil Fuels Abroad",2021,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1489","SWE","Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",2021,4,"NMBI","Technology Standards",4,4,1,1,1,"OECD"
"1490","SWE","International","Ban on Export Credits Coal",2021,8,"NMBI","Technology Standards",8,8,1,1,1,"OECD"
