"Policy ID","Country ISO","Policy name","Policy Title",Jurisdiction,"Supranational region",Country,"Subnational region or state","City or local","Type of policy instrument","Sector name","Policy description","Policy type","Policy stringency","Implementation state","Date of decision","Start date of implementation","End date of implementation","High impact","Policy objective","Source or references","Last update","Impact indicators: comments","Impact indicators: name","Impact indicators: value","Impact indicators: base year","Impact indicators: target year"
211003720,ESP,"Electricity Law 24/2013 on the Electricity Sector Regulation Spain (2013)","Electricity Law 24/2013 on the Electricity Sector Regulation",Country,,Spain,,,"Fiscal or financial incentives, Grants and subsidies, Strategic planning","Electricity and heat, Renewables","The Law sets up the principle of financial and economic sustainability: the system revenues have to cover all the system costs. Regarding renewable energies, it supersedes the existing special regime for electricity producers, maintaining the fundamental principle of previous supporting schemes: a reasonable return. Remuneration of renewable energies, high-efficiency CHP and waste to energy facilities, will be based on the necessary participation in the market by these facilities, and will supplement the market revenues with a specific regulated subsidy that will enable these technologies to compete on an equal footing with other technologies in the market. This specific subsidy will be sufficient to attain the minimum level required to cover the investment and operating costs that these technologies cannot recover in the market and may enable them to obtain a suitable return. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2013,,,Unknown,Mitigation,https://www.iea.org/policies/5655-electricity-sector-regulation-electricity-law-242013?country=Spain&page=2&qs=spai,,,,,,
211002572,ITA,"Research for energy efficiency and renewable energy in urban areas Italy (2009)","Research for energy efficiency and renewable energy in urban areas",Country,,Italy,,,"Technology deployment and diffusion, Fiscal or financial incentives, Research programme, Technology development","Electricity and heat",,"Energy efficiency, Renewables",,Ended,2009,,,Unknown,Mitigation,http://www.minambiente.it/sites/default/files/BANDO_RICERCA_-_finanziamento_fonti_rinnovabili.pdf,,,,,,
211003323,IND,"Rebates on coal extraction India (2020)","Rebates on coal extraction",Country,,India,,,"Economic instruments, Fiscal or financial incentives, Market-based instruments","Electricity and heat","The Government will introduce competition, transparency and private sector participation in the Coal Sector through: A revenue sharing mechanism instead of regime of fixed Rupee/tonne. Any party can bid for a coal block and sell in the open market. Entry norms will be liberalised. Nearly 50 Blocks will be offered immediately. There will not be any eligibility conditions, only upfront payment with a ceiling will be provided. There will be exploration-cum-production regime for partially explored blocks against earlier provision of auction of fully explored coal blocks. This will allow private sector participation in exploration. Production earlier than scheduled will be incentivized through rebate in revenue-share.","Energy service demand reduction and resource efficiency",,"In force",2020,,,Unknown,"Economic development",https://pib.gov.in/PressReleseDetailm.aspx?PRID=1624536,,,,,,
211003777,MNE,"Energy Law Montenegro (2003)","Energy Law",Country,,Montenegro,,,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General","In order to improve the energy sector and to facilitate the adoption of new EU directives, Montenegro, on the initiative of the Ministry of Economy, amended the Law on Energy in May 2010. The Energy Law better defines the rights and duties of the various actors of the energy sector and opens up new opportunities particularly in the renewable energy implementation of the latest EU Directive 2009/28/EC. In accordance with the methodology of the EU directive, the national target of renewable energy sources in gross final energy consumption is set at 33% by 2020. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2003,,2020,Unknown,"Mitigation, Adaptation",https://www.energycharter.org/fileadmin/DocumentsMedia/IDEER/IDEER-MontenegroEN_2018.pdf,,"Amended in 2010, 2011, 2013, Share of renewable in the energy mix","Share of renewables (%)",33,,2020
211003115,AUS,"Wind Energy Forecasting Capability Australia (2004)","Wind Energy Forecasting Capability",Country,,Australia,,,"Technology development, Infrastructure investments","Electricity and heat",,Renewables,,Ended,2004,,2009,Unknown,Mitigation,http://www.ceem.unsw.edu.au/sites/default/files/event/documents/AMOStalk010807v2_26th_web_000.pdf,,,,,,
211002139,GBR,"Non-Fossil Fuel Obligation United Kingdom (1990)","Non-Fossil Fuel Obligation",Country,,"United Kingdom",,,"Obligation schemes","Electricity and heat, Renewables",,Renewables,,Superseded,1990,,,Unknown,Mitigation,https://www.ofgem.gov.uk/environmental-programmes/nffo,,,,,,
211000970,CHN,"Energy Supply and Consumption Revolution Strategy China (2016)","Energy Supply and Consumption Revolution Strategy",Country,,China,,,"Target, Energy efficiency target","Buildings, Electricity and heat, Industry, Transport","Targets:
Primary energy consumption - 5 Gtce/year by 2020; Primary energy consumption - 6 Gtce/year by 2030; Share of gas in energy mix of more than 15% by 2030; Energy self-sufficiency rate should be above 80% by 2020; Non-fossil fuel in the energy mix should be higher than 20% in 2030; Non-fossil power generation account for more than 50% of total power generation; Ultra-low polluting coal-fired power plant shall represent more than 80% of the fleet; IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Ended,2016,,2020,High,"Mitigation, Energy security",https://www.iea.org/policies/1794-energy-supply-and-consumption-revolution-strategy-2016-2030,,"Share of fossil electricity (%)","Electricity generation emissions (gCO2/kWh)",15,,2030
211002470,TUR,"Regulations on the Control of Air Pollution from Industrial Plants Turkey (2006)","Regulations on the Control of Air Pollution from Industrial Plants",Country,,Turkey,,,"Industrial air pollution standards","Electricity and heat, Industry",,"Non-energy use",,"In force",2006,,,Unknown,"Air pollution",http://www.iea-coal.org.uk/documents/82571/7864/Turkey,,,,,,
211003285,KOR,"Hydrogen Economy Roadmap 2040 Republic of Korea (2019)","Hydrogen Economy Roadmap 2040",Country,,"Republic of Korea",,,"Strategic planning, Infrastructure investments","Transport, Low-emissions mobility, Industry, Electricity and heat, Buildings","""The Roadmap outlines goal of producing 6.2 million fuel cell electric vehicles and rolling out at least 1200 refilling stations by 2040. Additionally, the plan aims to roll out on the street at least 35 hydrogen buses in 2019 ramping this number up to 2000 by 2022 and 41000 by 2040. In terms of the energy sector, the roadmap outlines an objective to supply 15 GW of fuel cell for power generation by 2040."" (see reference below)
In addition, the government plans to have 10% of the cities, counties and towns running on hydrogen by 2030. (http://www.koreaherald.com/view.php?ud=20191010000806) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Other low-carbon technologies and fuel switch",,"In force",2019,,,High,Mitigation,https://www.iea.org/policies/6566-korea-hydrogen-economy-roadmap-2040?country=Korea&qs=korea,,"Low-emissions vehicle (million), Capacity of renewables (MW), Capacity of renewables (MW), Share of renewables(Mt/year), Hydrogren price (KRW/kg): value 3000, target 2040","Vehicle emissions standards (gCO2/km), Capacity of renewables (MW), Capacity of renewables (MW), Share of renewables (%)","2.9, 8000, 2100, 5.25",", , ,","2040, 2040, 2040, 2040"
211001104,FRA,"Expansion of Feed-In Tariffs for Wind Power France (2005)","Expansion of Feed-In Tariffs for Wind Power",Country,,France,,,"Fiscal or financial incentives, Feed-in tariffs or premiums","Electricity and heat, Renewables",,Renewables,,"In force",2005,,,Unknown,Mitigation,http://www.senat.fr/seances/s200505/s20050502/s20050502003.html,,,,,,
211000836,MEX,"Emissions standards for air pollutants from combustion Mexico (1997)","Emissions standards for air pollutants from combustion",Country,,Mexico,,,"Sectoral standards, Industrial air pollution standards","Industry, Electricity and heat",,"Non-energy use",,"In force",1997,,,Unknown,"Air pollution",http://www.iea-coal.org.uk/documents/82553/7843/Mexico,,,,,,
211001103,FRA,"Expansion of EOLE Programme France (2001)","Expansion of EOLE Programme",Country,,France,,,"Economic instruments","Electricity and heat, Renewables",,Renewables,,Ended,2001,,2001,Unknown,Mitigation,https://www.osti.gov/biblio/570024-french-wind-power-generation-programme-eole-first-results,,,,,,
211004864,ESP,"Royal Decree 1699/2011 on the Regulation of Small Power Plants Connexion to the Electricity Grid Spain (2011)","Royal Decree 1699/2011 on the Regulation of Small Power Plants Connexion to the Electricity Grid",Country,,Spain,,,"Grid access and priority for renewables","Electricity and heat, Gas, Renewables","The Regulation for the Connexion of small power plants to the electricity grid determines the administrative, contractual, economic and technical conditions for the connexion to the distribution electricity grid for small renewable energy, energy from waste and CHP installations. Its main aim is to streamline administrative procedures to speed up the entrance of small power plants into the electrical system. The scope of application, subject to certain grid connection requirements, includes all renewable energy power plants, with the exception of CHP installations, of nominal power under 100 kW, and on the other hand CHP installations and biomass power plants of nominal power under 1000 kW. In addition, it establishes an a bridge procedure for the connection to the low voltage distribution grid of installations under 10 kW. The regulation will allow small businesses and the domestic sector to access small scale electricity generation so, once the upcoming net metering regulations are in place, they can self-consume the energy produced. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency, Renewables",,"In force",2011,,,Unknown,Mitigation,https://www.iea.org/policies/5141-regulation-of-small-power-plants-connexion-to-the-electricity-grid-royal-decree-16992011?country=Spain&page=3&qs=spai,,,,,,
211004575,MNG,"National Renewable Energy Programme (2005-2020) Mongolia (2005)","National Renewable Energy Programme (2005-2020)",Country,,Mongolia,,,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables","The Parliament of Mongolia approved the National Renewable Energy Programme in order to increase the penetration of renewable energy in the energy system of Mongolia, improve the structure of power supply, and utilize renewable energy in off-grid soums (districts) and settlements to ensure ecological balance and improve the economic efficiency.
The National Renewable Energy Programme (2005-2020) shall be implemented in two stages: first stage from 2005-2010 and second stage from 2011-2020.
The goals of the Programme are as follows:
- Facilitate reliable, independent and effective operation of centralized energy grids and regional power supply systems by increased use of renewable energy.
- Gradually increase the share of renewable energy in the total electricity production, reaching 3-5 percent by 2010 and 20-25 percent by 2020.
- Provide power to all distant soums and settlements, which require significant amount of resources to be connected to the centralized power grid system, by introducing renewable energy generating systems. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2005,,2020,Unknown,"Mitigation, Adaptation, Energy access",https://www.iea.org/policies/5355-national-renewable-energy-programme-2005-2020,,,,,,
